,id,Nome da Instituicao,Nome do Curso de Graduacao,Codigo do Município do Curso,Modalidade de Ensino,Ano de Referencia,Quantidade de Ingressantes no Curso,Quantidade de Permanencia no Curso no ano de referencia,Quantidade de Concluintes no Curso no ano de referencia,Quantidade de Desistencia no Curso no ano de referencia,Quantidade de Falecimentos no Curso no ano de referencia,Taxa de Permanencia – TAP,Taxa de Conclusao Acumulada - TCA,Taxa de Desistencia Acumulada - TDA,Taxa de Conclusao Anual - TCAN,Taxa de Desistencia Anual - TADA,Nome do Município
26570,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2017,47,46,1,0,0,"97,9","2,1",0,"2,1",0,São Paulo
26571,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2018,47,32,1,13,0,"68,1","4,3","27,7","2,1","27,7",São Paulo
26572,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2019,47,18,6,8,0,"38,3",17,"44,7","12,8",17,São Paulo
26573,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2020,47,4,6,8,0,"8,5","29,8","61,7","12,8",17,São Paulo
26574,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2021,47,0,2,2,0,0,34,66,"4,3","4,3",São Paulo
26735,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2017,446,441,1,4,0,"98,9","0,2","0,9","0,2","0,9",São Paulo
26736,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2018,446,312,9,120,0,70,"2,2","27,8",2,"26,9",São Paulo
26737,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2019,446,220,11,81,0,"49,3","4,7",46,"2,5","18,2",São Paulo
26738,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2020,446,167,8,45,0,"37,4","6,5","56,1","1,8","10,1",São Paulo
26739,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2021,446,65,82,20,0,"14,6","24,9","60,5","18,4","4,5",São Paulo
26740,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2017,154,150,1,3,0,"97,4","0,6","1,9","0,6","1,9",São Paulo
26741,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2018,154,114,0,36,0,74,"0,6","25,3",0,"23,4",São Paulo
26742,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2019,154,86,5,23,0,"55,8","3,9","40,3","3,2","14,9",São Paulo
26743,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2020,154,65,7,14,0,"42,2","8,4","49,4","4,5","9,1",São Paulo
26744,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2021,154,24,38,3,0,"15,6","33,1","51,3","24,7","1,9",São Paulo
26745,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2017,14,10,4,0,0,"71,4","28,6",0,"28,6",0,São Paulo
26746,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2018,14,2,0,8,0,"14,3","28,6","57,1",0,"57,1",São Paulo
26747,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2019,14,0,2,0,0,0,"42,9","57,1","14,3",0,São Paulo
26748,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2020,14,0,0,0,0,0,"42,9","57,1",0,0,São Paulo
26749,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2021,14,0,0,0,0,0,"42,9","57,1",0,0,São Paulo
26845,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2017,51,47,4,0,0,"92,2","7,8",0,"7,8",0,São Paulo
26846,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2018,51,33,0,14,0,"64,7","7,8","27,5",0,"27,5",São Paulo
26847,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2019,51,18,1,14,0,"35,3","9,8","54,9",2,"27,5",São Paulo
26848,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2020,51,8,7,3,0,"15,7","23,5","60,8","13,7","5,9",São Paulo
26849,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3550308,Presencial,2021,51,0,8,0,0,0,"39,2","60,8","15,7",0,São Paulo
26850,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2017,169,165,0,4,0,"97,6",0,"2,4",0,"2,4",São Paulo
26851,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2018,169,122,0,43,0,"72,2",0,"27,8",0,"25,4",São Paulo
26852,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2019,169,94,1,27,0,"55,6","0,6","43,8","0,6",16,São Paulo
26853,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2020,169,51,3,40,0,"30,2","2,4","67,5","1,8","23,7",São Paulo
26854,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2021,169,22,23,6,0,13,16,71,"13,6","3,6",São Paulo
26915,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2017,375,368,1,6,0,"98,1","0,3","1,6","0,3","1,6",São Paulo
26916,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2018,375,251,7,110,0,"66,9","2,1","30,9","1,9","29,3",São Paulo
26917,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2019,375,126,50,75,0,"33,6","15,5","50,9","13,3",20,São Paulo
26918,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2020,375,85,12,29,0,"22,7","18,7","58,7","3,2","7,7",São Paulo
26919,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2021,375,22,55,8,0,"5,9","33,3","60,8","14,7","2,1",São Paulo
26920,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2017,117,112,0,5,0,"95,7",0,"4,3",0,"4,3",São Paulo
26921,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2018,117,84,0,28,0,"71,8",0,"28,2",0,"23,9",São Paulo
26922,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2019,117,52,4,28,0,"44,4","3,4","52,1","3,4","23,9",São Paulo
26923,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2020,117,33,3,16,0,"28,2",6,"65,8","2,6","13,7",São Paulo
26924,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2021,117,10,21,2,0,"8,5","23,9","67,5","17,9","1,7",São Paulo
27020,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2017,218,215,0,2,1,"99,1",0,"0,9",0,"0,9",São Paulo
27021,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2018,218,148,0,66,1,"68,5",0,"31,5",0,"30,6",São Paulo
27022,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2019,218,103,2,43,0,"47,7","0,9","51,4","0,9","19,9",São Paulo
27023,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2020,218,66,3,34,0,"30,6","2,3","67,1","1,4","15,7",São Paulo
27024,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2021,218,30,30,6,0,"13,9","16,2","69,9","13,9","2,8",São Paulo
27025,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2017,206,198,1,7,0,"96,1","0,5","3,4","0,5","3,4",São Paulo
27026,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2018,206,138,1,59,0,67,1,32,"0,5","28,6",São Paulo
27027,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2019,206,99,1,38,0,"48,1","1,5","50,5","0,5","18,4",São Paulo
27028,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2020,206,66,3,30,0,32,"2,9",65,"1,5","14,6",São Paulo
27029,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2021,206,28,34,4,0,"13,6","19,4",67,"16,5","1,9",São Paulo
27030,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2017,286,280,1,5,0,"97,9","0,3","1,7","0,3","1,7",São Paulo
27031,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2018,286,208,2,70,0,"72,7",1,"26,2","0,7","24,5",São Paulo
27032,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2019,286,128,4,76,0,"44,8","2,4","52,8","1,4","26,6",São Paulo
27033,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2020,286,74,8,46,0,"25,9","5,2","68,9","2,8","16,1",São Paulo
27034,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2021,286,25,38,11,0,"8,7","18,5","72,7","13,3","3,8",São Paulo
27035,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2017,160,158,0,2,0,"98,8",0,"1,3",0,"1,3",São Paulo
27036,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2018,160,92,2,64,0,"57,5","1,3","41,3","1,3",40,São Paulo
27037,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2019,160,62,2,28,0,"38,8","2,5","58,8","1,3","17,5",São Paulo
27038,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2020,160,40,4,18,0,25,5,70,"2,5","11,3",São Paulo
27039,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2021,160,19,18,3,0,"11,9","16,3","71,9","11,3","1,9",São Paulo
27110,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2017,180,178,0,2,0,"98,9",0,"1,1",0,"1,1",São Paulo
27111,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2018,180,136,0,42,0,"75,6",0,"24,4",0,"23,3",São Paulo
27112,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2019,180,78,2,56,0,"43,3","1,1","55,6","1,1","31,1",São Paulo
27113,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2020,180,49,8,21,0,"27,2","5,6","67,2","4,4","11,7",São Paulo
27114,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA ELÉTRICA,3550308,Presencial,2021,180,21,26,2,0,"11,7",20,"68,3","14,4","1,1",São Paulo
27115,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2017,396,391,0,5,0,"98,7",0,"1,3",0,"1,3",São Paulo
27116,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2018,396,314,0,77,0,"79,3",0,"20,7",0,"19,4",São Paulo
27117,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2019,396,238,8,68,0,"60,1",2,"37,9",2,"17,2",São Paulo
27118,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2020,396,169,15,54,0,"42,7","5,8","51,5","3,8","13,6",São Paulo
27119,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA CIVIL,3550308,Presencial,2021,396,58,93,18,0,"14,6","29,3","56,1","23,5","4,5",São Paulo
27160,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2017,213,206,0,7,0,"96,7",0,"3,3",0,"3,3",São Paulo
27161,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2018,213,164,0,42,0,77,0,23,0,"19,7",São Paulo
27162,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2019,213,109,3,51,1,"51,4","1,4","47,2","1,4","24,1",São Paulo
27163,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2020,213,68,3,37,1,"32,2","2,8","64,9","1,4","17,5",São Paulo
27164,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA MECÂNICA,3550308,Presencial,2021,213,29,24,15,0,"13,7","14,2",72,"11,4","7,1",São Paulo
27205,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2017,46,46,0,0,0,100,0,0,0,0,São Paulo
27206,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2018,46,36,0,10,0,"78,3",0,"21,7",0,"21,7",São Paulo
27207,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2019,46,20,5,11,0,"43,5","10,9","45,7","10,9","23,9",São Paulo
27208,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2020,46,7,6,7,0,"15,2","23,9","60,9",13,"15,2",São Paulo
27209,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2021,46,1,0,6,0,"2,2","23,9","73,9",0,13,São Paulo
27375,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2017,217,212,0,5,0,"97,7",0,"2,3",0,"2,3",São Paulo
27376,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2018,217,144,0,68,0,"66,4",0,"33,6",0,"31,3",São Paulo
27377,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2019,217,84,0,60,0,"38,7",0,"61,3",0,"27,6",São Paulo
27378,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2020,217,73,0,11,0,"33,6",0,"66,4",0,"5,1",São Paulo
27379,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2021,217,41,26,6,0,"18,9",12,"69,1",12,"2,8",São Paulo
27480,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2017,268,257,0,11,0,"95,9",0,"4,1",0,"4,1",São Paulo
27481,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2018,268,157,0,100,0,"58,6",0,"41,4",0,"37,3",São Paulo
27482,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2019,268,103,0,54,0,"38,4",0,"61,6",0,"20,1",São Paulo
27483,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2020,268,76,4,23,0,"28,4","1,5","70,1","1,5","8,6",São Paulo
27484,316,UNIVERSIDADE NOVE DE JULHO,ARQUITETURA E URBANISMO,3550308,Presencial,2021,268,36,34,6,0,"13,4","14,2","72,4","12,7","2,2",São Paulo
27495,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2017,105,105,0,0,0,100,0,0,0,0,São Paulo
27496,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2018,105,65,0,40,0,"61,9",0,"38,1",0,"38,1",São Paulo
27497,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2019,105,42,0,23,0,40,0,60,0,"21,9",São Paulo
27498,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2020,105,30,0,12,0,"28,6",0,"71,4",0,"11,4",São Paulo
27499,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2021,105,14,12,4,0,"13,3","11,4","75,2","11,4","3,8",São Paulo
27500,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2017,105,103,0,2,0,"98,1",0,"1,9",0,"1,9",São Paulo
27501,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2018,105,70,0,33,0,"66,7",0,"33,3",0,"31,4",São Paulo
27502,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2019,105,46,0,24,0,"43,8",0,"56,2",0,"22,9",São Paulo
27503,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2020,105,37,0,9,0,"35,2",0,"64,8",0,"8,6",São Paulo
27504,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2021,105,8,26,3,0,"7,6","24,8","67,6","24,8","2,9",São Paulo
27505,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2017,139,131,0,8,0,"94,2",0,"5,8",0,"5,8",São Paulo
27506,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2018,139,94,0,37,0,"67,6",0,"32,4",0,"26,6",São Paulo
27507,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2019,139,49,0,45,0,"35,3",0,"64,7",0,"32,4",São Paulo
27508,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2020,139,32,0,17,0,23,0,77,0,"12,2",São Paulo
27509,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2021,139,18,9,5,0,"12,9","6,5","80,6","6,5","3,6",São Paulo
27510,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2017,127,121,0,6,0,"95,3",0,"4,7",0,"4,7",São Paulo
27511,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2018,127,88,0,33,0,"69,3",0,"30,7",0,26,São Paulo
27512,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2019,127,64,0,24,0,"50,4",0,"49,6",0,"18,9",São Paulo
27513,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2020,127,43,0,21,0,"33,9",0,"66,1",0,"16,5",São Paulo
27514,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2021,127,21,17,5,0,"16,5","13,4","70,1","13,4","3,9",São Paulo
27515,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2017,115,112,0,3,0,"97,4",0,"2,6",0,"2,6",São Paulo
27516,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2018,115,71,0,41,0,"61,7",0,"38,3",0,"35,7",São Paulo
27517,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2019,115,44,0,27,0,"38,3",0,"61,7",0,"23,5",São Paulo
27518,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2020,115,35,0,9,0,"30,4",0,"69,6",0,"7,8",São Paulo
27519,316,UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2021,115,13,16,6,0,"11,3","13,9","74,8","13,9","5,2",São Paulo
27530,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2017,12,12,0,0,0,100,0,0,0,0,São Paulo
27531,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2018,12,7,0,5,0,"58,3",0,"41,7",0,"41,7",São Paulo
27532,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2019,12,6,0,1,0,50,0,50,0,"8,3",São Paulo
27533,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2020,12,2,4,0,0,"16,7","33,3",50,"33,3",0,São Paulo
27534,316,UNIVERSIDADE NOVE DE JULHO,MECATRÔNICA INDUSTRIAL,3550308,Presencial,2021,12,0,1,1,0,0,"41,7","58,3","8,3","8,3",São Paulo
27605,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3515509,Presencial,2017,101,86,0,15,0,"85,1",0,"14,9",0,"14,9",Fernandópolis
27606,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3515509,Presencial,2018,101,67,0,19,0,"66,3",0,"33,7",0,"18,8",Fernandópolis
27607,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3515509,Presencial,2019,101,47,5,15,0,"46,5",5,"48,5",5,"14,9",Fernandópolis
27608,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3515509,Presencial,2020,101,38,2,7,0,"37,6","6,9","55,4",2,"6,9",Fernandópolis
27609,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3515509,Presencial,2021,101,8,25,5,0,"7,9","31,7","60,4","24,8",5,Fernandópolis
27705,319,UNIVERSIDADE BRASIL,ENGENHARIA QUÍMICA,3515509,Presencial,2017,46,35,0,11,0,"76,1",0,"23,9",0,"23,9",Fernandópolis
27706,319,UNIVERSIDADE BRASIL,ENGENHARIA QUÍMICA,3515509,Presencial,2018,46,30,0,5,0,"65,2",0,"34,8",0,"10,9",Fernandópolis
27707,319,UNIVERSIDADE BRASIL,ENGENHARIA QUÍMICA,3515509,Presencial,2019,46,24,2,4,0,"52,2","4,3","43,5","4,3","8,7",Fernandópolis
27708,319,UNIVERSIDADE BRASIL,ENGENHARIA QUÍMICA,3515509,Presencial,2020,46,24,0,0,0,"52,2","4,3","43,5",0,0,Fernandópolis
27709,319,UNIVERSIDADE BRASIL,ENGENHARIA QUÍMICA,3515509,Presencial,2021,46,7,17,0,0,"15,2","41,3","43,5",37,0,Fernandópolis
27715,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3550308,Presencial,2017,35,24,0,11,0,"68,6",0,"31,4",0,"31,4",São Paulo
27716,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3550308,Presencial,2018,35,16,0,8,0,"45,7",0,"54,3",0,"22,9",São Paulo
27717,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3550308,Presencial,2019,35,15,0,1,0,"42,9",0,"57,1",0,"2,9",São Paulo
27718,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3550308,Presencial,2020,35,10,0,5,0,"28,6",0,"71,4",0,"14,3",São Paulo
27719,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3550308,Presencial,2021,35,6,4,0,0,"17,1","11,4","71,4","11,4",0,São Paulo
27735,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3513702,Presencial,2017,29,20,0,9,0,69,0,31,0,31,Descalvado
27736,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3513702,Presencial,2018,29,17,0,3,0,"58,6",0,"41,4",0,"10,3",Descalvado
27737,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3513702,Presencial,2019,29,14,0,3,0,"48,3",0,"51,7",0,"10,3",Descalvado
27738,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3513702,Presencial,2020,29,13,0,1,0,"44,8",0,"55,2",0,"3,4",Descalvado
27739,319,UNIVERSIDADE BRASIL,ENGENHARIA CIVIL,3513702,Presencial,2021,29,2,11,0,0,"6,9","37,9","55,2","37,9",0,Descalvado
27760,319,UNIVERSIDADE BRASIL,ARQUITETURA E URBANISMO,3515509,Presencial,2017,60,42,0,18,0,70,0,30,0,30,Fernandópolis
27761,319,UNIVERSIDADE BRASIL,ARQUITETURA E URBANISMO,3515509,Presencial,2018,60,36,0,6,0,60,0,40,0,10,Fernandópolis
27762,319,UNIVERSIDADE BRASIL,ARQUITETURA E URBANISMO,3515509,Presencial,2019,60,23,1,12,0,"38,3","1,7",60,"1,7",20,Fernandópolis
27763,319,UNIVERSIDADE BRASIL,ARQUITETURA E URBANISMO,3515509,Presencial,2020,60,21,0,2,0,35,"1,7","63,3",0,"3,3",Fernandópolis
27764,319,UNIVERSIDADE BRASIL,ARQUITETURA E URBANISMO,3515509,Presencial,2021,60,5,13,3,0,"8,3","23,3","68,3","21,7",5,Fernandópolis
27815,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3550308,Presencial,2017,116,86,0,30,0,"74,1",0,"25,9",0,"25,9",São Paulo
27816,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3550308,Presencial,2018,116,62,1,23,0,"53,4","0,9","45,7","0,9","19,8",São Paulo
27817,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3550308,Presencial,2019,116,44,0,18,0,"37,9","0,9","61,2",0,"15,5",São Paulo
27818,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3550308,Presencial,2020,116,34,0,10,0,"29,3","0,9","69,8",0,"8,6",São Paulo
27819,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3550308,Presencial,2021,116,24,7,3,0,"20,7","6,9","72,4",6,"2,6",São Paulo
27895,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3509502,Presencial,2017,212,155,1,56,0,"73,1","0,5","26,4","0,5","26,4",Campinas
27896,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3509502,Presencial,2018,212,118,2,35,0,"55,7","1,4","42,9","0,9","16,5",Campinas
27897,322,UNIVERSIDADE PAULISTA,ARQUITETURA E URBANISMO,3509502,Presencial,2019,212,76,0,42,0,"35,8","1,4","62,7",0,"19,8",Campinas
